ubigeo,departamento,dom_Geo,provincia,distrito,total_electoral,total_ausentismo,porc_Ausentismo,ord_Ausentismo,dic_Ausentismo,porc_hogares_sin_medios,IDH,alfabetismo,partidoGanador,porc_2_NBI,GINI
150720,Lima,Lima y Callao,Huarochirí,San Juan de Tantaranche,291.0,78.0,26.804123,3.0,1.0,72.33,0.58769166,97.08455,FUERZA 2011,23.9,0.26
150721,Lima,Lima y Callao,Huarochirí,San Lorenzo de Quinti,1053.0,258.0,24.501425,3.0,1.0,81.82,0.57803774,95.833336,GANA PERU,15.64,0.26
150722,Lima,Lima y Callao,Huarochirí,San Mateo,4030.0,499.0,12.382134,1.0,0.0,52.75,0.61033595,95.96597,FUERZA 2011,10.13,0.28
150723,Lima,Lima y Callao,Huarochirí,San Mateo de Otao,1739.0,208.0,11.960897,0.0,0.0,62.54,0.600387,98.305084,FUERZA 2011,10.93,0.25
150724,Lima,Lima y Callao,Huarochirí,San Pedro de Casta,934.0,100.0,10.706638,0.0,0.0,76.86,0.5990297,96.479645,GANA PERU,22.29,0.24
150725,Lima,Lima y Callao,Huarochirí,San Pedro de Huancayre,225.0,70.0,31.11111,3.0,1.0,82.29,0.5831338,93.10345,FUERZA 2011,11.46,0.24
150726,Lima,Lima y Callao,Huarochirí,Sangallaya,427.0,95.0,22.248243,2.0,1.0,82.42,0.57263815,92.63158,FUERZA 2011,13.67,0.27
150727,Lima,Lima y Callao,Huarochirí,Santa Cruz de Cocachacra,1774.0,208.0,11.7249155,0.0,0.0,34.94,0.61499625,95.69635,FUERZA 2011,6.41,0.26
150728,Lima,Lima y Callao,Huarochirí,Santa Eulalia,7398.0,818.0,11.057042,0.0,0.0,31.0,0.6339892,97.01297,FUERZA 2011,15.1,0.29
150729,Lima,Lima y Callao,Huarochirí,Santiago de Anchucaya,417.0,127.0,30.455635,3.0,1.0,79.14,0.57373744,92.30769,FUERZA 2011,18.18,0.23
150730,Lima,Lima y Callao,Huarochirí,Santiago de Tuna,599.0,110.0,18.36394,2.0,0.0,86.85,0.60468155,96.31783,FUERZA 2011,10.76,0.26
150731,Lima,Lima y Callao,Huarochirí,Santo Domingo de los Ollero,1490.0,315.0,21.14094,2.0,1.0,61.42,0.58628434,97.585014,FUERZA 2011,16.32,0.26
150732,Lima,Lima y Callao,Huarochirí,Surco,1613.0,185.0,11.469312,0.0,0.0,47.28,0.6131424,97.58064,FUERZA 2011,11.67,0.26
150801,Lima,Lima y Callao,Huaura,Huacho,47026.0,6228.0,13.243737,1.0,0.0,17.99,0.66759866,98.44087,ALIANZA POR EL GRAN CAMBIO,3.59,0.3
150802,Lima,Lima y Callao,Huaura,Ambar,1321.0,179.0,13.550341,1.0,0.0,99.48,0.59303606,92.19858,FUERZA 2011,37.79,0.26
150803,Lima,Lima y Callao,Huaura,Caleta de Carquín,4144.0,587.0,14.165058,1.0,0.0,28.59,0.63576156,97.24199,FUERZA 2011,7.65,0.27
150804,Lima,Lima y Callao,Huaura,Checras,668.0,192.0,28.742516,3.0,1.0,98.99,0.58041024,86.73933,FUERZA 2011,16.86,0.27
150805,Lima,Lima y Callao,Huaura,Hualmay,17783.0,2132.0,11.988978,0.0,0.0,29.71,0.6538989,97.65485,FUERZA 2011,2.16,0.28
150806,Lima,Lima y Callao,Huaura,Huaura,22764.0,2376.0,10.437533,0.0,0.0,42.95,0.6270067,93.06694,GANA PERU,6.8,0.29
150807,Lima,Lima y Callao,Huaura,Leoncio Prado,1372.0,237.0,17.274052,1.0,0.0,98.07,0.5856376,94.60432,FUERZA 2011,18.77,0.24
150808,Lima,Lima y Callao,Huaura,Paccho,1049.0,227.0,21.639656,2.0,1.0,96.53,0.60214114,95.00329,FUERZA 2011,10.69,0.26
150809,Lima,Lima y Callao,Huaura,Santa Leonor,792.0,222.0,28.030304,3.0,1.0,94.9,0.6061866,95.278564,FUERZA 2011,24.39,0.26
150810,Lima,Lima y Callao,Huaura,Santa María,20960.0,2433.0,11.607824,0.0,0.0,39.3,0.64417756,97.33989,FUERZA 2011,9.71,0.29
150811,Lima,Lima y Callao,Huaura,Sayán,12981.0,1547.0,11.917418,0.0,0.0,57.97,0.6213853,91.543,GANA PERU,15.79,0.29
150812,Lima,Lima y Callao,Huaura,Vegueta,12365.0,1354.0,10.950263,0.0,0.0,37.34,0.62554646,93.72688,FUERZA 2011,10.9,0.28
150901,Lima,Lima y Callao,Oyón,Oyón,6328.0,1255.0,19.83249,2.0,0.0,63.94,0.6063532,92.908226,FUERZA 2011,17.89,0.3
150902,Lima,Lima y Callao,Oyón,Andajes,401.0,107.0,26.683292,3.0,1.0,93.5,0.5877002,85.29412,FUERZA 2011,11.74,0.27
150903,Lima,Lima y Callao,Oyón,Caujul,358.0,84.0,23.463688,2.0,1.0,97.48,0.5928232,93.57367,FUERZA 2011,18.35,0.26
150904,Lima,Lima y Callao,Oyón,Cochamarca,1259.0,220.0,17.474186,1.0,0.0,99.75,0.5828763,91.75475,FUERZA 2011,36.9,0.23
150905,Lima,Lima y Callao,Oyón,Naván,648.0,92.0,14.197531,1.0,0.0,84.06,0.6016523,96.20915,FUERZA 2011,11.88,0.25
150906,Lima,Lima y Callao,Oyón,Pachangara,2010.0,436.0,21.691542,2.0,1.0,68.23,0.6138537,94.39655,FUERZA 2011,15.47,0.29
151001,Lima,Lima y Callao,Yauyos,Yauyos,1476.0,364.0,24.661247,3.0,1.0,96.7,0.6099739,97.9251,GANA PERU,9.91,0.3
151002,Lima,Lima y Callao,Yauyos,Alis,399.0,103.0,25.814537,3.0,1.0,96.83,0.607251,99.29726,GANA PERU,17.46,0.28
151003,Lima,Lima y Callao,Yauyos,Ayauca,820.0,186.0,22.682926,2.0,1.0,99.23,0.5902157,97.58855,GANA PERU,29.38,0.26
151004,Lima,Lima y Callao,Yauyos,Ayaviri,442.0,100.0,22.624434,2.0,1.0,99.58,0.5842189,95.41109,FUERZA 2011,19.41,0.25
151005,Lima,Lima y Callao,Yauyos,Azángaro,548.0,210.0,38.321167,3.0,1.0,93.87,0.56673676,92.43697,GANA PERU,23.93,0.28
151006,Lima,Lima y Callao,Yauyos,Cacra,528.0,144.0,27.272728,3.0,1.0,97.28,0.57983553,89.91354,GANA PERU,20.65,0.28
151007,Lima,Lima y Callao,Yauyos,Carania,249.0,72.0,28.915663,3.0,1.0,98.31,0.58177304,96.08696,FUERZA 2011,44.92,0.3
151008,Lima,Lima y Callao,Yauyos,Catahuasi,1071.0,159.0,14.845939,1.0,0.0,93.77,0.59763014,94.166664,GANA PERU,23.93,0.27
151009,Lima,Lima y Callao,Yauyos,Chocos,1169.0,306.0,26.17622,3.0,1.0,98.74,0.54438174,84.59215,GANA PERU,28.39,0.27
151010,Lima,Lima y Callao,Yauyos,Cochas,140.0,51.0,36.42857,3.0,1.0,85.44,0.59082216,97.36842,FUERZA 2011,17.48,0.28
151011,Lima,Lima y Callao,Yauyos,Colonia,1059.0,220.0,20.774315,2.0,1.0,99.37,0.594018,97.50779,GANA PERU,29.32,0.27
151012,Lima,Lima y Callao,Yauyos,Hongos,332.0,95.0,28.614458,3.0,1.0,100.0,0.56229603,88.7218,FUERZA 2011,27.2,0.23
151013,Lima,Lima y Callao,Yauyos,Huampara,531.0,224.0,42.18456,3.0,1.0,98.18,0.5935242,97.42268,FUERZA 2011,6.36,0.25
151014,Lima,Lima y Callao,Yauyos,Huancaya,487.0,157.0,32.238194,3.0,1.0,100.0,0.59770244,98.42233,FUERZA 2011,15.88,0.21
151015,Lima,Lima y Callao,Yauyos,Huangascar,910.0,363.0,39.89011,3.0,1.0,94.74,0.56147075,88.26291,GANA PERU,19.62,0.26
151016,Lima,Lima y Callao,Yauyos,Huantán,687.0,189.0,27.510918,3.0,1.0,99.04,0.5832079,94.93671,FUERZA 2011,31.53,0.28
151017,Lima,Lima y Callao,Yauyos,Huañec,454.0,192.0,42.29075,3.0,1.0,99.48,0.58505064,96.74797,FUERZA 2011,4.12,0.26
151018,Lima,Lima y Callao,Yauyos,Laraos,493.0,124.0,25.15213,3.0,1.0,99.62,0.5928942,95.83893,FUERZA 2011,38.11,0.27
151019,Lima,Lima y Callao,Yauyos,Lincha,622.0,201.0,32.315113,3.0,1.0,100.0,0.5629321,89.92974,GANA PERU,26.96,0.26
151020,Lima,Lima y Callao,Yauyos,Madeán,770.0,231.0,30.0,3.0,1.0,97.12,0.5600432,89.94083,FUERZA 2011,30.22,0.27
151021,Lima,Lima y Callao,Yauyos,Miraflores,270.0,88.0,32.592594,3.0,1.0,96.3,0.60268545,97.44409,PERU POSIBLE,11.85,0.26
151022,Lima,Lima y Callao,Yauyos,Omas,648.0,135.0,20.833334,2.0,1.0,96.09,0.58215326,96.31783,FUERZA 2011,17.83,0.25
151023,Lima,Lima y Callao,Yauyos,Putinza,774.0,182.0,23.514212,2.0,1.0,99.3,0.6028884,97.4359,GANA PERU,30.77,0.25
151024,Lima,Lima y Callao,Yauyos,Quinches,712.0,231.0,32.44382,3.0,1.0,98.91,0.5853284,94.852,FUERZA 2011,10.35,0.26
151025,Lima,Lima y Callao,Yauyos,Quinocay,608.0,130.0,21.381578,2.0,1.0,95.68,0.5854881,96.83973,FUERZA 2011,12.43,0.24
151026,Lima,Lima y Callao,Yauyos,San Joaquín,196.0,108.0,55.10204,3.0,1.0,99.15,0.59807146,99.2278,FUERZA 2011,21.19,0.26
151027,Lima,Lima y Callao,Yauyos,San Pedro de Pilas,337.0,90.0,26.706232,3.0,1.0,96.4,0.5784148,94.48052,FUERZA 2011,12.95,0.24
151028,Lima,Lima y Callao,Yauyos,Tanta,389.0,80.0,20.565552,2.0,1.0,99.22,0.5739151,93.29073,FUERZA 2011,25.78,0.25
151029,Lima,Lima y Callao,Yauyos,Tauripampa,594.0,156.0,26.262627,3.0,1.0,99.13,0.58375216,97.9638,GANA PERU,33.04,0.26
151030,Lima,Lima y Callao,Yauyos,Tomás,654.0,136.0,20.795107,2.0,1.0,98.79,0.59370285,98.76391,GANA PERU,39.92,0.25
151031,Lima,Lima y Callao,Yauyos,Tupe,467.0,120.0,25.695932,3.0,1.0,100.0,0.54842687,86.915886,GANA PERU,77.72,0.26
151032,Lima,Lima y Callao,Yauyos,Viñac,1578.0,392.0,24.841572,3.0,1.0,98.82,0.5452934,86.111115,GANA PERU,21.06,0.26
151033,Lima,Lima y Callao,Yauyos,Vitis,227.0,53.0,23.348017,2.0,1.0,100.0,0.6003893,98.641304,GANA PERU,25.56,0.23
160101,Loreto,Oriente,Maynas,Iquitos,129671.0,26602.0,20.514996,2.0,1.0,32.87,0.6436406,98.660904,PERU POSIBLE,8.05,0.4
160102,Loreto,Oriente,Maynas,Alto Nanay,2670.0,905.0,33.89513,3.0,1.0,99.23,0.5671858,92.47382,FUERZA 2011,32.88,0.27
160103,Loreto,Oriente,Maynas,Fernando Lores,9589.0,2079.0,21.681093,2.0,1.0,97.61,0.57833844,94.63033,GANA PERU,34.0,0.27
160104,Loreto,Oriente,Maynas,Indiana,7316.0,1613.0,22.047567,2.0,1.0,99.4,0.577831,94.05828,GANA PERU,19.1,0.26
160105,Loreto,Oriente,Maynas,Las Amazonas,7142.0,2336.0,32.707924,3.0,1.0,98.84,0.5624544,91.103325,PERU POSIBLE,20.14,0.25
160106,Loreto,Oriente,Maynas,Mazán,8028.0,1704.0,21.22571,2.0,1.0,99.02,0.56187314,91.98809,PERU POSIBLE,48.24,0.26
160107,Loreto,Oriente,Maynas,Napo,6695.0,2383.0,35.593727,3.0,1.0,99.68,0.55314094,90.30413,PERU POSIBLE,46.81,0.26
160108,Loreto,Oriente,Maynas,Punchana,53791.0,11491.0,21.36231,2.0,1.0,52.74,0.6163376,97.709206,PERU POSIBLE,13.47,0.37
160109,Loreto,Oriente,Maynas,Putumayo,3556.0,1902.0,53.487064,3.0,1.0,98.71,0.5759971,93.14121,FUERZA 2011,20.3,0.31
160110,Loreto,Oriente,Maynas,Torres Causana,2409.0,742.0,30.801163,3.0,1.0,99.39,0.52530336,80.69715,PERU POSIBLE,62.13,0.26
160112,Loreto,Oriente,Maynas,Belén,39520.0,7516.0,19.018219,2.0,0.0,59.84,0.60883266,97.39471,PERU POSIBLE,24.48,0.36
160113,Loreto,Oriente,Maynas,San Juan Bautista,51612.0,10376.0,20.103851,2.0,1.0,54.8,0.6140077,97.75286,PERU POSIBLE,26.17,0.36
160114,Loreto,Oriente,Maynas,Teniente Manuel Clavero,965.0,520.0,53.88601,3.0,1.0,98.76,0.5445272,91.307945,FUERZA 2011,39.84,0.24
160201,Loreto,Oriente,Alto Amazonas,Yurimaguas,40044.0,7758.0,19.37369,2.0,0.0,66.21,0.5884518,94.33933,GANA PERU,30.96,0.34
160202,Loreto,Oriente,Alto Amazonas,Balsapuerto,6252.0,1470.0,23.512476,2.0,1.0,99.84,0.46048555,63.967495,PERU POSIBLE,87.19,0.27
160205,Loreto,Oriente,Alto Amazonas,Jeberos,1974.0,565.0,28.622087,3.0,1.0,99.73,0.52769357,79.60985,PERU POSIBLE,72.11,0.25
160206,Loreto,Oriente,Alto Amazonas,Lagunas,6643.0,1877.0,28.255306,3.0,1.0,92.31,0.56541115,91.65886,PERU POSIBLE,51.21,0.3
160210,Loreto,Oriente,Alto Amazonas,Santa Cruz,2485.0,848.0,34.12475,3.0,1.0,99.52,0.55295575,87.96468,GANA PERU,49.22,0.27
160211,Loreto,Oriente,Alto Amazonas,Teniente César López Rojas,3168.0,659.0,20.801767,2.0,1.0,98.66,0.55732507,90.72749,GANA PERU,64.61,0.29
160301,Loreto,Oriente,Loreto,Nauta,16124.0,3397.0,21.067974,2.0,1.0,82.38,0.5781281,94.15034,PERU POSIBLE,31.73,0.31
160302,Loreto,Oriente,Loreto,Parinari,4024.0,1374.0,34.14513,3.0,1.0,99.48,0.5677261,93.9995,PERU POSIBLE,17.71,0.28
160303,Loreto,Oriente,Loreto,Tigre,3923.0,1494.0,38.0831,3.0,1.0,99.31,0.54591644,89.23871,FUERZA 2011,39.86,0.26
160304,Loreto,Oriente,Loreto,Trompeteros,3371.0,1210.0,35.894394,3.0,1.0,98.7,0.54135495,88.145836,PERU POSIBLE,34.17,0.31
160305,Loreto,Oriente,Loreto,Urarinas,5750.0,2126.0,36.97391,3.0,1.0,99.23,0.49886292,74.39868,PERU POSIBLE,35.04,0.28
160401,Loreto,Oriente,Mariscal Ramón Castilla,Ramón Castilla,10586.0,2635.0,24.891365,3.0,1.0,86.97,0.5581827,90.30387,FUERZA 2011,24.13,0.33
160402,Loreto,Oriente,Mariscal Ramón Castilla,Pebas,8015.0,2709.0,33.799126,3.0,1.0,99.24,0.5591316,92.73027,FUERZA 2011,29.5,0.28
160403,Loreto,Oriente,Mariscal Ramón Castilla,Yavari,6419.0,2608.0,40.629383,3.0,1.0,96.23,0.5581766,90.6281,FUERZA 2011,19.38,0.3
160404,Loreto,Oriente,Mariscal Ramón Castilla,San Pablo,7996.0,3000.0,37.51876,3.0,1.0,99.84,0.5520135,88.77902,FUERZA 2011,22.66,0.29
160501,Loreto,Oriente,Requena,Requena,15387.0,4101.0,26.652369,3.0,1.0,72.06,0.58439845,96.34994,FUERZA 2011,30.26,0.34
160502,Loreto,Oriente,Requena,Alto Tapiche,1304.0,764.0,58.58896,3.0,1.0,99.39,0.5471277,91.985756,FUERZA 2011,48.33,0.25
160503,Loreto,Oriente,Requena,Capelo,2271.0,966.0,42.536327,3.0,1.0,99.22,0.5729981,94.92498,PERU POSIBLE,31.16,0.31
160504,Loreto,Oriente,Requena,Emilio San Martín,4038.0,1592.0,39.425457,3.0,1.0,99.4,0.5687718,95.601555,GANA PERU,21.79,0.27
160505,Loreto,Oriente,Requena,Maquía,4077.0,1594.0,39.097374,3.0,1.0,99.2,0.5711673,95.578705,PERU POSIBLE,28.58,0.25
160506,Loreto,Oriente,Requena,Puinahua,3060.0,1156.0,37.77778,3.0,1.0,99.41,0.56641436,96.68695,FUERZA 2011,32.71,0.29
160507,Loreto,Oriente,Requena,Saquena,2589.0,875.0,33.796833,3.0,1.0,97.28,0.5687922,96.33096,GANA PERU,18.05,0.25
160508,Loreto,Oriente,Requena,Soplín,651.0,400.0,61.44393,3.0,1.0,99.25,0.5428096,96.10028,FUERZA 2011,31.58,0.28
160509,Loreto,Oriente,Requena,Tapiche,831.0,437.0,52.587246,3.0,1.0,99.08,0.56292206,94.25837,PERU POSIBLE,26.73,0.27
160510,Loreto,Oriente,Requena,Jenaro Herrera,2931.0,914.0,31.183897,3.0,1.0,99.48,0.5745676,95.89316,FUERZA 2011,41.67,0.27
160511,Loreto,Oriente,Requena,Yaquerana,1116.0,496.0,44.444443,3.0,1.0,100.0,0.5572996,89.58838,FUERZA 2011,14.54,0.34
160601,Loreto,Oriente,Ucayali,Contamana,12580.0,3113.0,24.745628,3.0,1.0,71.94,0.58049935,96.83416,GANA PERU,26.14,0.34
160602,Loreto,Oriente,Ucayali,Inahuaya,1967.0,778.0,39.55262,3.0,1.0,98.13,0.57083744,96.864685,GANA PERU,15.42,0.3
160603,Loreto,Oriente,Ucayali,Padre Márquez,3859.0,2160.0,55.97305,3.0,1.0,97.37,0.5618912,94.06349,GANA PERU,16.54,0.27
160604,Loreto,Oriente,Ucayali,Pampa Hermosa,2242.0,743.0,33.140053,3.0,1.0,98.68,0.5584256,94.81534,GANA PERU,38.13,0.25
160605,Loreto,Oriente,Ucayali,Sarayacu,6997.0,2810.0,40.16007,3.0,1.0,98.31,0.56974286,96.54562,GANA PERU,23.61,0.26
160606,Loreto,Oriente,Ucayali,Vargas Guerra,5541.0,2202.0,39.74012,3.0,1.0,99.54,0.5681558,96.19916,GANA PERU,28.79,0.3
160701,Loreto,Oriente,Datem del Marañón,Barranca,6008.0,1346.0,22.403461,2.0,1.0,91.19,0.5604285,91.39032,PERU POSIBLE,51.48,0.31
160702,Loreto,Oriente,Datem del Marañón,Cahuapanas,3189.0,779.0,24.427721,3.0,1.0,99.39,0.49056357,71.789345,PERU POSIBLE,84.93,0.24
160703,Loreto,Oriente,Datem del Marañón,Manseriche,4124.0,1042.0,25.266731,3.0,1.0,96.58,0.5316751,86.48649,FUERZA 2011,55.12,0.31
160704,Loreto,Oriente,Datem del Marañón,Morona,3085.0,1278.0,41.426254,3.0,1.0,99.73,0.51870793,81.65108,PERU POSIBLE,55.67,0.3
160705,Loreto,Oriente,Datem del Marañón,Pastaza,3998.0,1619.0,40.495247,3.0,1.0,99.81,0.5207904,82.0125,PERU POSIBLE,52.37,0.27
160706,Loreto,Oriente,Datem del Marañón,Andoas,2775.0,1034.0,37.26126,3.0,1.0,98.56,0.45513207,67.83433,PERU POSIBLE,77.27,0.27
170101,Madre de Dios,Oriente,Tambopata,Tambopata,49949.0,8007.0,16.030352,1.0,0.0,36.1,0.6455745,97.82112,GANA PERU,9.42,0.32
170102,Madre de Dios,Oriente,Tambopata,Inambari,3206.0,632.0,19.713037,2.0,0.0,71.53,0.608003,95.02209,GANA PERU,26.27,0.29
170103,Madre de Dios,Oriente,Tambopata,Las Piedras,2937.0,470.0,16.002724,1.0,0.0,87.21,0.5975293,94.819695,GANA PERU,18.4,0.28
170104,Madre de Dios,Oriente,Tambopata,Laberinto,2427.0,348.0,14.33869,1.0,0.0,86.32,0.60059994,95.19294,GANA PERU,19.78,0.31
170201,Madre de Dios,Oriente,Manu,Manu,1674.0,532.0,31.780167,3.0,1.0,97.1,0.5904198,88.30788,GANA PERU,27.33,0.3
170202,Madre de Dios,Oriente,Manu,Fitzcarrald,502.0,181.0,36.05578,3.0,1.0,97.07,0.54861724,85.04673,GANA PERU,39.93,0.31
170203,Madre de Dios,Oriente,Manu,Madre de Dios,2339.0,632.0,27.020094,3.0,1.0,88.7,0.59056133,97.07686,GANA PERU,40.91,0.28
170204,Madre de Dios,Oriente,Manu,Huepetuhe,3264.0,642.0,19.669117,2.0,0.0,84.86,0.62124467,96.48187,GANA PERU,28.66,0.29
170301,Madre de Dios,Oriente,Tahuamanu,Iñapari,659.0,126.0,19.119879,2.0,0.0,62.21,0.65702266,96.3512,PERU POSIBLE,9.3,0.33
170302,Madre de Dios,Oriente,Tahuamanu,Iberia,3230.0,579.0,17.925697,1.0,0.0,51.27,0.6623877,96.99675,GANA PERU,10.87,0.3
170303,Madre de Dios,Oriente,Tahuamanu,Tahuamanu,1092.0,212.0,19.41392,2.0,0.0,95.72,0.6317442,96.64363,GANA PERU,13.41,0.29
180101,Moquegua,Sur,Mariscal Nieto,Moquegua,36593.0,4068.0,11.11688,0.0,0.0,33.42,0.6641412,95.69881,GANA PERU,11.82,0.33
180102,Moquegua,Sur,Mariscal Nieto,Carumas,3000.0,448.0,14.933333,1.0,0.0,98.9,0.59858286,83.99688,GANA PERU,23.07,0.33
180103,Moquegua,Sur,Mariscal Nieto,Cuchumbaya,1648.0,265.0,16.080097,1.0,0.0,98.61,0.6014432,83.40557,GANA PERU,14.31,0.27
180104,Moquegua,Sur,Mariscal Nieto,Samegua,6333.0,668.0,10.547924,0.0,0.0,36.07,0.6609564,95.38555,GANA PERU,6.39,0.33
180105,Moquegua,Sur,Mariscal Nieto,San Cristóbal,2972.0,491.0,16.52086,1.0,0.0,98.96,0.6057822,85.40146,GANA PERU,12.19,0.32
180106,Moquegua,Sur,Mariscal Nieto,Torata,6445.0,544.0,8.440652,0.0,0.0,49.81,0.6586501,93.22865,GANA PERU,14.57,0.37
180201,Moquegua,Sur,General Sánchez Cerro,Omate,2218.0,309.0,13.93147,1.0,0.0,98.83,0.6438173,97.87736,GANA PERU,3.69,0.28
180202,Moquegua,Sur,General Sánchez Cerro,Chojata,1036.0,268.0,25.868727,3.0,1.0,99.85,0.59064305,87.58993,GANA PERU,14.07,0.36
180203,Moquegua,Sur,General Sánchez Cerro,Coalaque,1002.0,100.0,9.98004,0.0,0.0,98.75,0.5991199,91.23867,GANA PERU,7.48,0.33
180204,Moquegua,Sur,General Sánchez Cerro,Ichuña,1892.0,294.0,15.539112,1.0,0.0,98.21,0.605687,89.35387,GANA PERU,18.97,0.37
180205,Moquegua,Sur,General Sánchez Cerro,La Capilla,848.0,175.0,20.636793,2.0,1.0,99.54,0.6408849,98.96239,GANA PERU,27.46,0.25
180206,Moquegua,Sur,General Sánchez Cerro,Lloque,576.0,111.0,19.270834,2.0,0.0,99.44,0.6148003,93.793106,GANA PERU,12.64,0.34
180207,Moquegua,Sur,General Sánchez Cerro,Matalaque,580.0,102.0,17.586206,1.0,0.0,99.73,0.6082333,93.95808,GANA PERU,9.63,0.33
180208,Moquegua,Sur,General Sánchez Cerro,Puquina,2153.0,275.0,12.772875,1.0,0.0,98.86,0.61970896,92.5313,GANA PERU,10.41,0.29
180209,Moquegua,Sur,General Sánchez Cerro,Quinistaquillas,475.0,84.0,17.68421,1.0,0.0,99.69,0.6292801,96.442184,GANA PERU,17.85,0.28
180210,Moquegua,Sur,General Sánchez Cerro,Ubinas,2313.0,421.0,18.20147,2.0,0.0,97.91,0.58737993,90.83125,GANA PERU,10.1,0.33
180211,Moquegua,Sur,General Sánchez Cerro,Yunga,631.0,104.0,16.481775,1.0,0.0,99.19,0.6081124,91.68173,GANA PERU,28.57,0.32
180301,Moquegua,Sur,Ilo,Ilo,45942.0,6161.0,13.410387,1.0,0.0,22.26,0.6642123,97.87947,GANA PERU,3.87,0.32
180302,Moquegua,Sur,Ilo,El Algarrobal,796.0,70.0,8.79397,0.0,0.0,94.5,0.6590715,99.5,GANA PERU,12.84,0.31
180303,Moquegua,Sur,Ilo,Pacocha,4524.0,578.0,12.776304,1.0,0.0,8.13,0.7186894,99.76169,ALIANZA POR EL GRAN CAMBIO,0.65,0.29
190101,Pasco,Centro,Pasco,Chaupimarca,24770.0,4443.0,17.937021,1.0,0.0,32.57,0.6223579,95.70798,GANA PERU,7.18,0.34
190102,Pasco,Centro,Pasco,Huachón,2903.0,852.0,29.34895,3.0,1.0,98.61,0.58522314,90.080696,FUERZA 2011,24.04,0.34
190103,Pasco,Centro,Pasco,Huariaca,4614.0,904.0,19.592545,2.0,0.0,58.17,0.5975714,90.011055,GANA PERU,12.96,0.34
190104,Pasco,Centro,Pasco,Huayllay,4992.0,767.0,15.364583,1.0,0.0,48.27,0.6151681,96.74185,GANA PERU,21.83,0.34
190105,Pasco,Centro,Pasco,Ninacaca,3248.0,554.0,17.05665,1.0,0.0,93.25,0.58226013,89.33121,FUERZA 2011,35.2,0.35
190106,Pasco,Centro,Pasco,Pallanchacra,1852.0,411.0,22.192225,2.0,1.0,99.17,0.5825397,91.06087,GANA PERU,37.75,0.31
190107,Pasco,Centro,Pasco,Paucartambo,9187.0,1971.0,21.45423,2.0,1.0,98.49,0.5884562,91.653946,FUERZA 2011,28.43,0.3
190108,Pasco,Centro,Pasco,San Fco. de Asis de Yarusyacán,4170.0,1090.0,26.13909,3.0,1.0,86.0,0.5903953,92.40717,GANA PERU,34.35,0.31
190109,Pasco,Centro,Pasco,Simón Bolívar,8081.0,1276.0,15.790125,1.0,0.0,33.93,0.6245646,95.106224,PERU POSIBLE,11.19,0.35
190110,Pasco,Centro,Pasco,Ticlacayán,2896.0,559.0,19.302486,2.0,0.0,93.75,0.56993186,86.389175,GANA PERU,44.82,0.33
190111,Pasco,Centro,Pasco,Tinyahuarco,4330.0,642.0,14.82679,1.0,0.0,29.49,0.624543,96.53346,FUERZA 2011,8.68,0.35
190112,Pasco,Centro,Pasco,Vicco,2766.0,728.0,26.319595,3.0,1.0,56.89,0.595924,92.92261,FUERZA 2011,15.39,0.34
190113,Pasco,Centro,Pasco,Yanacancha,22835.0,4605.0,20.16641,2.0,1.0,30.05,0.6232975,96.09751,GANA PERU,7.58,0.32
190201,Pasco,Centro,Daniel A. Carrión,Yanahuanca,8955.0,1990.0,22.222221,2.0,1.0,91.13,0.57716495,90.51134,GANA PERU,16.5,0.33
190202,Pasco,Centro,Daniel A. Carrión,Chacayán,1680.0,508.0,30.238094,3.0,1.0,99.16,0.555394,84.135414,GANA PERU,20.96,0.33
190203,Pasco,Centro,Daniel A. Carrión,Goyllarisquizga,783.0,205.0,26.181355,3.0,1.0,99.08,0.58012545,93.10163,GANA PERU,25.63,0.28
190204,Pasco,Centro,Daniel A. Carrión,Paucar,1915.0,674.0,35.195824,3.0,1.0,99.37,0.5439837,79.415855,GANA PERU,21.54,0.34
190205,Pasco,Centro,Daniel A. Carrión,San Pedro de Pillao,1006.0,278.0,27.634195,3.0,1.0,99.8,0.54434687,85.17271,GANA PERU,40.85,0.32
190206,Pasco,Centro,Daniel A. Carrión,Santa Ana de Tusi,4231.0,968.0,22.878752,2.0,1.0,99.7,0.55807346,89.02279,GANA PERU,43.36,0.29
190207,Pasco,Centro,Daniel A. Carrión,Tapuc,1677.0,431.0,25.700655,3.0,1.0,99.42,0.5580201,84.50798,GANA PERU,20.73,0.34
190208,Pasco,Centro,Daniel A. Carrión,Vilcabamba,1217.0,331.0,27.198029,3.0,1.0,99.53,0.54844207,82.79103,GANA PERU,18.18,0.33
190301,Pasco,Centro,Oxapampa,Oxapampa,10161.0,1917.0,18.866253,2.0,0.0,46.22,0.6161154,93.81496,FUERZA 2011,13.15,0.36
190302,Pasco,Centro,Oxapampa,Chontabamba,2208.0,332.0,15.036232,1.0,0.0,61.12,0.59630233,91.97616,FUERZA 2011,10.58,0.35
190303,Pasco,Centro,Oxapampa,Huancabamba,3792.0,586.0,15.453587,1.0,0.0,94.99,0.56104225,86.59022,FUERZA 2011,17.98,0.35
190304,Pasco,Centro,Oxapampa,Palcazú,4497.0,1204.0,26.773405,3.0,1.0,98.3,0.55760115,93.32103,FUERZA 2011,27.25,0.35
190305,Pasco,Centro,Oxapampa,Pozuzo,4391.0,1465.0,33.363697,3.0,1.0,81.04,0.5409303,83.272255,FUERZA 2011,34.71,0.38
